time,mcs,prb_dl,throughput_mbps,bler,msg_rate,bytes
1776679134,10,1575,10.86,0.010,0,0
1776679134,9,619,10.38,0.010,0,0
1776679134,8,646,9.63,0.010,0,0
1776679134,7,648,10.83,0.010,0,0
1776679134,6,823,10.03,0.010,0,0
1776679134,5,940,10.83,0.010,0,0
1776679134,4,1192,10.95,0.010,0,0
1776679134,3,1381,10.86,0.010,0,0
1776679134,4,1774,10.88,0.010,0,0
1776679135,3,1262,10.30,0.010,0,0
1776679135,4,1732,10.60,0.010,0,0
1776679135,3,1315,10.87,0.010,0,0
1776679135,4,1771,10.88,0.010,0,0
1776679135,3,1315,10.86,0.010,0,0
1776679135,4,1775,11.34,0.010,0,0
1776679135,3,1261,10.30,0.010,0,0
1776679135,4,1771,10.89,0.010,0,0
1776679135,3,1391,10.58,0.010,0,0
1776679135,4,1706,10.88,0.010,0,0
1776679135,3,1397,10.53,0.010,101,19392
1776679135,4,1636,10.41,0.010,101,19392
1776679135,3,1315,10.86,0.010,101,19392
1776679135,4,1640,10.87,0.010,101,19392
1776679135,3,1393,10.87,0.010,101,19392
1776679135,4,1773,11.34,0.010,101,19392
1776679135,3,1221,9.95,0.010,101,19392
1776679135,4,1705,10.88,0.010,101,19392
1776679135,3,1315,10.86,0.010,101,19392
1776679136,4,1773,10.88,0.010,101,19392
1776679136,3,1286,9.94,0.010,101,19392
1776679136,4,1641,10.87,0.010,101,19392
1776679136,3,1381,10.86,0.010,101,19392
1776679136,4,1877,11.62,0.010,101,19392
1776679136,3,1253,10.22,0.010,101,19392
1776679136,4,1768,10.87,0.010,101,19392
1776679136,3,1315,10.86,0.010,101,19392
1776679136,4,1702,10.88,0.010,101,19392
1776679136,3,1209,9.94,0.010,101,19392
1776679136,4,1640,10.87,0.010,101,19392
1776679136,3,1347,10.58,0.010,100,19200
1776679136,4,1810,11.62,0.010,100,19200
1776679136,3,1260,10.86,0.010,100,19200
1776679136,4,1771,10.88,0.010,100,19200
1776679136,3,1381,10.86,0.010,100,19200
1776679136,4,1745,10.69,0.010,100,19200
1776679136,3,1381,10.86,0.010,100,19200
1776679136,4,1709,11.34,0.010,100,19200
1776679136,3,1381,10.86,0.010,100,19200
1776679137,4,1774,11.34,0.010,100,19200
1776679137,3,1329,10.87,0.010,100,19200
1776679137,4,1686,10.87,0.010,100,19200
1776679137,3,1381,10.86,0.010,100,19200
1776679137,4,1773,11.34,0.010,100,19200
1776679137,3,1417,10.58,0.010,100,19200
1776679137,4,1678,11.14,0.010,100,19200
1776679137,3,1260,10.86,0.010,100,19200
1776679137,4,1771,10.88,0.010,100,19200
1776679137,3,1318,10.87,0.010,100,19200
1776679137,4,1598,9.67,0.010,100,19200
1776679137,3,1385,10.87,0.010,100,19200
1776679137,4,1733,11.52,0.010,100,19200
1776679137,3,1261,10.87,0.010,100,19200
1776679137,4,1638,10.87,0.010,101,19392
1776679137,3,1210,9.95,0.010,101,19392
1776679137,4,1640,10.87,0.010,101,19392
1776679137,3,1393,10.87,0.010,101,19392
1776679137,4,1639,10.87,0.010,101,19392
1776679137,3,1382,10.87,0.010,101,19392
1776679137,4,1710,10.89,0.010,101,19392
1776679138,3,1393,10.87,0.010,101,19392
1776679138,4,1772,10.88,0.010,101,19392
1776679138,3,1361,11.16,0.010,101,19392
1776679138,4,1510,10.14,0.010,101,19392
1776679138,3,1316,10.84,0.010,101,19392
1776679138,4,1558,10.31,0.010,101,19392
1776679138,3,1381,10.86,0.010,101,19392
1776679138,4,1837,10.89,0.010,101,19392
1776679138,3,1260,10.86,0.010,101,19392
1776679138,4,1704,10.41,0.010,101,19392
1776679138,3,1396,10.87,0.010,101,19392
1776679138,4,1535,10.14,0.010,101,19392
1776679138,3,1370,10.86,0.010,101,19392
1776679138,4,1573,10.41,0.010,101,19392
1776679138,3,1230,9.66,0.010,101,19392
1776679138,4,1642,10.87,0.010,101,19392
1776679138,5,1503,11.44,0.010,101,19392
1776679138,4,1026,10.78,0.010,101,19392
1776679138,3,1330,9.95,0.010,101,19392
1776679138,4,1903,11.36,0.010,101,19392
1776679138,3,1281,10.58,0.010,101,19392
1776679138,4,1810,11.62,0.010,101,19392
1776679139,3,1399,11.49,0.010,101,19392
1776679139,4,1566,9.95,0.010,101,19392
1776679139,3,1286,9.94,0.010,101,19392
1776679139,4,1636,10.41,0.010,101,19392
1776679139,3,1292,10.58,0.010,101,19392
1776679139,4,1532,10.13,0.010,101,19392
1776679139,3,1381,10.86,0.010,101,19392
1776679139,4,1732,11.08,0.010,101,19392
1776679139,3,1383,10.87,0.010,101,19392
1776679139,4,1575,10.86,0.010,101,19392
1776679139,3,1347,10.58,0.010,101,19392
1776679139,4,1706,10.88,0.010,101,19392
1776679139,3,1261,10.87,0.010,101,19392
1776679139,4,1707,10.87,0.010,101,19392
1776679139,5,1498,11.21,0.010,101,19392
1776679139,4,1110,10.78,0.010,101,19392
1776679139,5,1557,11.23,0.010,101,19392
1776679139,4,928,9.74,0.010,101,19392
1776679139,3,1380,10.87,0.010,101,19392
1776679139,4,1670,10.60,0.010,101,19392
1776679139,3,1242,10.23,0.010,101,19392
1776679139,4,1644,10.87,0.010,101,19392
1776679140,3,1327,10.87,0.010,101,19392
1776679140,4,1836,10.89,0.010,101,19392
1776679140,3,1315,10.86,0.010,101,19392
1776679140,4,1789,11.62,0.010,101,19392
1776679140,5,1565,11.79,0.010,101,19392
1776679140,4,1115,10.87,0.010,101,19392
1776679140,3,1260,10.86,0.010,101,19392
1776679140,4,1743,10.69,0.010,101,19392
1776679140,3,1396,10.88,0.010,101,19392
1776679140,4,1718,10.54,0.010,101,19392
1776679140,3,1330,10.87,0.010,101,19392
1776679140,4,1795,11.06,0.010,101,19392
1776679140,3,1396,10.86,0.010,101,19392
1776679140,4,1736,11.07,0.010,100,19200
1776679140,3,1347,10.58,0.010,100,19200
1776679140,4,1641,10.87,0.010,100,19200
1776679140,5,1536,11.15,0.010,100,19200
1776679140,4,1092,10.79,0.010,100,19200
1776679140,3,1407,10.52,0.010,100,19200
1776679140,4,1710,10.88,0.010,100,19200
1776679140,3,1403,10.58,0.010,100,19200
1776679140,4,1603,10.60,0.010,100,19200
1776679140,3,1316,10.87,0.010,100,19200
1776679140,4,1705,11.34,0.010,100,19200
1776679141,3,1154,9.94,0.010,100,19200
1776679141,4,1707,10.88,0.010,100,19200
1776679141,5,1569,11.44,0.010,100,19200
1776679141,4,1061,10.86,0.010,100,19200
1776679141,3,1308,10.81,0.010,100,19200
1776679141,4,1705,10.88,0.010,100,19200
1776679141,3,1086,9.37,0.010,100,19200
1776679141,4,1644,10.87,0.010,100,19200
1776679141,3,1346,10.59,0.010,100,19200
1776679141,4,1707,10.87,0.010,100,19200
1776679141,5,1550,11.16,0.010,100,19200
1776679141,4,1146,10.87,0.010,101,19392
1776679141,3,1391,10.58,0.010,101,19392
1776679141,4,1704,10.41,0.010,101,19392
1776679141,3,1393,10.87,0.010,101,19392
1776679141,4,1756,10.88,0.010,101,19392
1776679141,5,1573,10.87,0.010,101,19392
1776679141,4,1067,10.78,0.010,101,19392
1776679141,3,1396,10.87,0.010,101,19392
1776679141,4,1678,10.68,0.010,101,19392
1776679141,3,1315,10.86,0.010,101,19392
1776679142,4,1839,10.88,0.010,101,19392
1776679142,3,1347,10.58,0.010,101,19392
1776679142,4,1640,10.88,0.010,101,19392
1776679142,3,1381,10.86,0.010,101,19392
1776679142,4,1576,10.40,0.010,101,19392
1776679142,3,1224,9.95,0.010,101,19392
1776679142,4,1773,10.88,0.010,101,19392
1776679142,3,1315,10.86,0.010,101,19392
1776679142,4,1755,10.88,0.010,101,19392
1776679142,3,1318,10.87,0.010,101,19392
1776679142,4,1781,11.43,0.010,101,19392
1776679142,3,1370,10.87,0.010,101,19392
1776679142,4,1767,10.88,0.010,101,19392
1776679142,3,1370,10.86,0.010,101,19392
1776679142,4,1773,10.88,0.010,101,19392
1776679142,3,1329,10.87,0.010,101,19392
1776679142,4,1707,10.87,0.010,101,19392
1776679142,5,1502,10.86,0.010,101,19392
1776679142,4,1061,10.86,0.010,101,19392
1776679142,3,1327,10.87,0.010,101,19392
1776679142,4,1531,10.13,0.010,101,19392
1776679142,3,1386,10.82,0.010,101,19392
1776679142,4,1572,10.40,0.010,101,19392
